,Date,Region,Area,Cases,"Cases per 100,000"
417,2020-03-31,Northwest County,City of Santa Clarita,48,21.88
418,2020-03-31,Southeast,City of Santa Fe Springs,,
419,2020-03-31,Westside,City of Santa Monica,49,52.46
420,2020-03-31,San Gabriel Valley,City of Sierra Madre,,
421,2020-03-31,Harbor,City of Signal Hill,,
422,2020-03-31,San Gabriel Valley,City of South El Monte,0,0.0
423,2020-03-31,Southeast,City of South Gate,19,19.05
424,2020-03-31,San Gabriel Valley,City of South Pasadena,6,23.13
425,2020-03-31,San Gabriel Valley,City of Temple City,1,2.74
426,2020-03-31,South Bay,City of Torrance,53,36.13
427,2020-03-31,Southeast,City of Vernon,0,0.0
428,2020-03-31,San Gabriel Valley,City of Walnut,3,9.98
429,2020-03-31,San Gabriel Valley,City of West Covina,7,6.5
430,2020-03-31,Central LA,City of West Hollywood,56,156.43
431,2020-03-31,Santa Monica Mountains,City of Westlake Village,,
432,2020-03-31,San Gabriel Valley,City of Whittier,12,13.62
433,2020-03-31,,Los Angeles,1386,34.35
434,2020-03-31,South LA,Los Angeles - Adams-Normandie,5,58.91
435,2020-03-31,South LA,Los Angeles - Alsace,,
436,2020-03-31,Angeles Forest,Los Angeles - Angeles National Forest,0,0.0
437,2020-03-31,Central LA,Los Angeles - Angelino Heights,0,0.0
438,2020-03-31,San Fernando Valley,Los Angeles - Arleta,7,19.94
439,2020-03-31,Northeast LA,Los Angeles - Atwater Village,,
440,2020-03-31,South LA,Los Angeles - Baldwin Hills,11,36.67
441,2020-03-31,Westside,Los Angeles - Bel Air,11,133.85
442,2020-03-31,Westside,Los Angeles - Beverly Crest,20,161.36
443,2020-03-31,Westside,Los Angeles - Beverlywood,13,97.59
444,2020-03-31,Eastside,Los Angeles - Boyle Heights,11,12.61
445,2020-03-31,Westside,Los Angeles - Brentwood,36,115.14
446,2020-03-31,Central LA,Los Angeles - Brookside,0,0.0
447,2020-03-31,Central LA,Los Angeles - Cadillac-Corning,,
448,2020-03-31,San Fernando Valley,Los Angeles - Canoga Park,7,10.99
449,2020-03-31,Central LA,Los Angeles - Carthay,16,119.24
450,2020-03-31,Central LA,Los Angeles - Central,11,28.13
451,2020-03-31,Westside,Los Angeles - Century City,13,107.33
452,2020-03-31,South LA,Los Angeles - Century Palms/Cove,10,29.53
453,2020-03-31,San Fernando Valley,Los Angeles - Chatsworth,14,38.85
454,2020-03-31,Westside,Los Angeles - Cheviot Hills,6,64.77
455,2020-03-31,Central LA,Los Angeles - Chinatown,,
456,2020-03-31,Central LA,Los Angeles - Cloverdale/Cochran,,
457,2020-03-31,Central LA,Los Angeles - Country Club Park,5,32.46
458,2020-03-31,South LA,Los Angeles - Crenshaw District,,
459,2020-03-31,Central LA,Los Angeles - Crestview,13,113.58
460,2020-03-31,Westside,Los Angeles - Del Rey,16,54.69
461,2020-03-31,Central LA,Los Angeles - Downtown,14,57.73
462,2020-03-31,Northeast LA,Los Angeles - Eagle Rock,10,25.53
463,2020-03-31,Central LA,Los Angeles - East Hollywood,13,43.64
464,2020-03-31,Central LA,Los Angeles - Echo Park,5,34.85
465,2020-03-31,Eastside,Los Angeles - El Sereno,3,7.19
466,2020-03-31,Central LA,Los Angeles - Elysian Park,,
467,2020-03-31,Central LA,Los Angeles - Elysian Valley,,
468,2020-03-31,San Fernando Valley,Los Angeles - Encino,30,70.53
469,2020-03-31,South LA,Los Angeles - Exposition,0,0.0
470,2020-03-31,Central LA,Los Angeles - Exposition Park,7,15.49
471,2020-03-31,Central LA,Los Angeles - Faircrest Heights,0,0.0
472,2020-03-31,South LA,Los Angeles - Figueroa Park Square,0,0.0
473,2020-03-31,South LA,Los Angeles - Florence-Firestone,12,24.56
474,2020-03-31,Northeast LA,Los Angeles - Glassell Park,11,35.05
475,2020-03-31,South LA,Los Angeles - Gramercy Place,,
476,2020-03-31,San Fernando Valley,Los Angeles - Granada Hills,10,17.25
477,2020-03-31,South LA,Los Angeles - Green Meadows,7,32.21
478,2020-03-31,Central LA,Los Angeles - Hancock Park,30,182.65
479,2020-03-31,Harbor,Los Angeles - Harbor City,5,17.27
480,2020-03-31,Harbor,Los Angeles - Harbor Gateway,9,20.6
481,2020-03-31,Harbor,Los Angeles - Harbor Pines,0,0.0
482,2020-03-31,Central LA,Los Angeles - Harvard Heights,,
483,2020-03-31,South LA,Los Angeles - Harvard Park,4,10.09
484,2020-03-31,Northeast LA,Los Angeles - Highland Park,9,18.68
485,2020-03-31,Central LA,Los Angeles - Historic Filipinotown,0,0.0
486,2020-03-31,Central LA,Los Angeles - Hollywood,61,93.93
487,2020-03-31,Central LA,Los Angeles - Hollywood Hills,29,100.43
488,2020-03-31,South LA,Los Angeles - Hyde Park,7,23.82
489,2020-03-31,South LA,Los Angeles - Jefferson Park,0,0.0
490,2020-03-31,Central LA,Los Angeles - Koreatown,14,26.61
491,2020-03-31,Central LA,Los Angeles - Lafayette Square,,
492,2020-03-31,San Fernando Valley,Los Angeles - Lake Balboa,11,26.4
493,2020-03-31,San Fernando Valley,Los Angeles - Lakeview Terrace,5,37.42
494,2020-03-31,South LA,Los Angeles - Leimert Park,,
495,2020-03-31,Eastside,Los Angeles - Lincoln Heights,4,12.1
496,2020-03-31,Central LA,Los Angeles - Little Armenia,,
497,2020-03-31,Central LA,Los Angeles - Little Bangladesh,5,17.2
498,2020-03-31,Central LA,Los Angeles - Little Tokyo,,
499,2020-03-31,Central LA,Los Angeles - Longwood,,
500,2020-03-31,Central LA,Los Angeles - Los Feliz,13,60.92
501,2020-03-31,South LA,Los Angeles - Manchester Square,,
502,2020-03-31,Westside,Los Angeles - Mandeville Canyon,,
503,2020-03-31,Westside,Los Angeles - Mar Vista,13,31.03
504,2020-03-31,Westside,Los Angeles - Marina Peninsula,,
505,2020-03-31,Central LA,Los Angeles - Melrose,100,128.81
506,2020-03-31,Central LA,Los Angeles - Mid-city,11,73.03
507,2020-03-31,Central LA,Los Angeles - Miracle Mile,12,67.92
508,2020-03-31,San Fernando Valley,Los Angeles - Mission Hills,6,25.03
509,2020-03-31,Northeast LA,Los Angeles - Mt. Washington,,
510,2020-03-31,San Fernando Valley,Los Angeles - North Hills,9,14.77
511,2020-03-31,San Fernando Valley,Los Angeles - North Hollywood,39,25.77
512,2020-03-31,San Fernando Valley,Los Angeles - Northridge,9,13.28
513,2020-03-31,Westside,Los Angeles - Pacific Palisades,22,106.26
514,2020-03-31,San Fernando Valley,Los Angeles - Pacoima,5,6.25
515,2020-03-31,Westside,Los Angeles - Palisades Highlands,,
516,2020-03-31,Westside,Los Angeles - Palms,25,55.36
517,2020-03-31,San Fernando Valley,Los Angeles - Panorama City,7,9.21
518,2020-03-31,Central LA,Los Angeles - Park La Brea,,
519,2020-03-31,Central LA,Los Angeles - Pico-Union,7,16.43
520,2020-03-31,South Bay,Los Angeles - Playa Del Rey,,
521,2020-03-31,Westside,Los Angeles - Playa Vista,7,70.11
522,2020-03-31,San Fernando Valley,Los Angeles - Porter Ranch,8,24.09
523,2020-03-31,Westside,Los Angeles - Rancho Park,,
524,2020-03-31,Central LA,Los Angeles - Regent Square,,
525,2020-03-31,San Fernando Valley,Los Angeles - Reseda,20,26.4
526,2020-03-31,San Fernando Valley,Los Angeles - Reseda Ranch,,
527,2020-03-31,Central LA,Los Angeles - Reynier Village,,
528,2020-03-31,Harbor,Los Angeles - San Pedro,14,17.99
529,2020-03-31,San Fernando Valley,Los Angeles - Shadow Hills,,
530,2020-03-31,San Fernando Valley,Los Angeles - Sherman Oaks,33,38.84
531,2020-03-31,Central LA,Los Angeles - Silverlake,20,46.31
532,2020-03-31,Central LA,Los Angeles - South Carthay,8,75.5
533,2020-03-31,South LA,Los Angeles - South Park,5,12.79
534,2020-03-31,Central LA,Los Angeles - St Elmo Village,0,0.0
535,2020-03-31,San Fernando Valley,Los Angeles - Studio City,18,84.1
536,2020-03-31,San Fernando Valley,Los Angeles - Sun Valley,8,14.49
537,2020-03-31,Verdugos,Los Angeles - Sunland,5,24.38
538,2020-03-31,Central LA,Los Angeles - Sycamore Square,0,0.0
539,2020-03-31,San Fernando Valley,Los Angeles - Sylmar,25,30.21
540,2020-03-31,San Fernando Valley,Los Angeles - Tarzana,26,86.02
541,2020-03-31,Central LA,Los Angeles - Temple-Beaudry,10,25.65
542,2020-03-31,Central LA,Los Angeles - Thai Town,,
543,2020-03-31,San Fernando Valley,Los Angeles - Toluca Lake,,
544,2020-03-31,San Fernando Valley,Los Angeles - Toluca Terrace,0,0.0
545,2020-03-31,San Fernando Valley,Los Angeles - Toluca Woods,0,0.0
546,2020-03-31,Verdugos,Los Angeles - Tujunga,5,17.75
547,2020-03-31,San Gabriel Valley,Los Angeles - University Hills,0,0.0
548,2020-03-31,South LA,Los Angeles - University Park,12,44.57
549,2020-03-31,San Fernando Valley,Los Angeles - Valley Glen,7,23.45
550,2020-03-31,San Fernando Valley,Los Angeles - Valley Village,21,89.64
551,2020-03-31,Westside,Los Angeles - Venice,18,52.73
552,2020-03-31,South LA,Los Angeles - Vermont Knolls,,
553,2020-03-31,South LA,Los Angeles - Vermont Square,,
554,2020-03-31,South LA,Los Angeles - Vermont Vista,6,14.4
555,2020-03-31,South LA,Los Angeles - Vernon Central,5,9.24
556,2020-03-31,Central LA,Los Angeles - Victoria Park,,
557,2020-03-31,South LA,Los Angeles - View Heights,,
558,2020-03-31,South LA,Los Angeles - Watts,7,15.94
559,2020-03-31,Central LA,Los Angeles - Wellington Square,0,0.0
560,2020-03-31,South LA,Los Angeles - West Adams,12,42.67
561,2020-03-31,San Fernando Valley,Los Angeles - West Hills,10,25.56
562,2020-03-31,Westside,Los Angeles - West Los Angeles,20,53.34
563,2020-03-31,South LA,Los Angeles - West Vernon,13,23.94
564,2020-03-31,South Bay,Los Angeles - Westchester,17,33.47
565,2020-03-31,Central LA,Los Angeles - Westlake,10,17.04
566,2020-03-31,Westside,Los Angeles - Westwood,28,51.45
567,2020-03-31,Central LA,Los Angeles - Wholesale District,10,26.18
568,2020-03-31,Harbor,Los Angeles - Wilmington,12,20.95
569,2020-03-31,Central LA,Los Angeles - Wilshire Center,8,15.55
570,2020-03-31,San Fernando Valley,Los Angeles - Winnetka,10,19.59
571,2020-03-31,San Fernando Valley,Los Angeles - Woodland Hills,25,38.73
572,2020-03-31,Antelope Valley,Unincorporated - Acton,0,0.0
573,2020-03-31,Northwest County,Unincorporated - Agua Dulce,0,0.0
574,2020-03-31,Verdugos,Unincorporated - Altadena,12,28.26
575,2020-03-31,Antelope Valley,Unincorporated - Anaverde,0,0.0
576,2020-03-31,Angeles Forest,Unincorporated - Angeles National Forest,0,0.0
577,2020-03-31,San Gabriel Valley,Unincorporated - Arcadia,0,0.0
578,2020-03-31,South LA,Unincorporated - Athens-Westmont,11,26.42
579,2020-03-31,South LA,Unincorporated - Athens Village,,
580,2020-03-31,San Gabriel Valley,Unincorporated - Avocado Heights,0,0.0
581,2020-03-31,San Gabriel Valley,Unincorporated - Azusa,0,0.0
582,2020-03-31,Eastside,Unincorporated - Bandini Islands,0,0.0
583,2020-03-31,San Gabriel Valley,Unincorporated - Bassett,0,0.0
584,2020-03-31,Northwest County,Unincorporated - Bouquet Canyon,0,0.0
585,2020-03-31,San Gabriel Valley,Unincorporated - Bradbury,0,0.0
586,2020-03-31,Northwest County,Unincorporated - Canyon Country,,
587,2020-03-31,Northwest County,Unincorporated - Castaic,3,10.59
588,2020-03-31,Southeast,Unincorporated - Cerritos,0,0.0
589,2020-03-31,San Gabriel Valley,Unincorporated - Charter Oak,0,0.0
590,2020-03-31,Pomona Valley,Unincorporated - Claremont,0,0.0
591,2020-03-31,San Gabriel Valley,Unincorporated - Covina,,
592,2020-03-31,South Bay,Unincorporated - Del Aire,,
593,2020-03-31,Westside,Unincorporated - Del Rey,0,0.0
594,2020-03-31,Antelope Valley,Unincorporated - Del Sur,0,0.0
595,2020-03-31,Antelope Valley,Unincorporated - Desert View Highlands,0,0.0
596,2020-03-31,San Gabriel Valley,Unincorporated - Duarte,0,0.0
597,2020-03-31,San Gabriel Valley,Unincorporated - East Covina,0,0.0
598,2020-03-31,Southeast,Unincorporated - East La Mirada,,
599,2020-03-31,Antelope Valley,Unincorporated - East Lancaster,0,0.0
600,2020-03-31,Eastside,Unincorporated - East Los Angeles,14,11.02
601,2020-03-31,San Gabriel Valley,Unincorporated - East Pasadena,0,0.0
602,2020-03-31,Harbor,Unincorporated - East Rancho Dominguez,0,0.0
603,2020-03-31,Southeast,Unincorporated - East Whittier,,
604,2020-03-31,South Bay,Unincorporated - El Camino Village,0,0.0
605,2020-03-31,San Gabriel Valley,Unincorporated - El Monte,0,0.0
606,2020-03-31,Northwest County,Unincorporated - Elizabeth Lake,0,0.0
607,2020-03-31,South LA,Unincorporated - Florence-Firestone,0,0.0
608,2020-03-31,Central LA,Unincorporated - Franklin Canyon,0,0.0
609,2020-03-31,San Gabriel Valley,Unincorporated - Glendora,0,0.0
610,2020-03-31,San Gabriel Valley,Unincorporated - Hacienda Heights,5,9.15
611,2020-03-31,Harbor,Unincorporated - Harbor Gateway,0,0.0
612,2020-03-31,South Bay,Unincorporated - Hawthorne,,
613,2020-03-31,Antelope Valley,Unincorporated - Hi Vista,0,0.0
614,2020-03-31,Angeles Forest,Unincorporated - Kagel/Lopez Canyons,0,0.0
615,2020-03-31,Verdugos,Unincorporated - La Crescenta-Montrose,0,0.0
616,2020-03-31,San Gabriel Valley,Unincorporated - La Habra Heights,0,0.0
617,2020-03-31,Harbor,Unincorporated - La Rambla,,
618,2020-03-31,Pomona Valley,Unincorporated - La Verne,,
619,2020-03-31,Westside,Unincorporated - Ladera Heights,5,84.18
620,2020-03-31,Northwest County,Unincorporated - Lake Hughes,0,0.0
621,2020-03-31,Antelope Valley,Unincorporated - Lake Los Angeles,0,0.0
622,2020-03-31,San Fernando Valley,Unincorporated - Lake Manor,0,0.0
623,2020-03-31,Harbor,Unincorporated - Lakewood,0,0.0
624,2020-03-31,South Bay,Unincorporated - Lennox,8,33.92
625,2020-03-31,Antelope Valley,Unincorporated - Leona Valley,0,0.0
626,2020-03-31,Antelope Valley,Unincorporated - Littlerock,0,0.0
627,2020-03-31,Antelope Valley,Unincorporated - Littlerock/Juniper Hills,0,0.0
628,2020-03-31,Antelope Valley,Unincorporated - Littlerock/Pearblossom,0,0.0
629,2020-03-31,Antelope Valley,Unincorporated - Llano,0,0.0
630,2020-03-31,Harbor,Unincorporated - Long Beach,0,0.0
631,2020-03-31,Southeast,Unincorporated - Lynwood,0,0.0
632,2020-03-31,Westside,Unincorporated - Marina del Rey,5,54.51
633,2020-03-31,Central LA,Unincorporated - Miracle Mile,0,0.0
634,2020-03-31,San Gabriel Valley,Unincorporated - Monrovia,,
635,2020-03-31,Northwest County,Unincorporated - Newhall,0,0.0
636,2020-03-31,Antelope Valley,Unincorporated - North Lancaster,0,0.0
637,2020-03-31,San Gabriel Valley,Unincorporated - North Whittier,,
638,2020-03-31,San Gabriel Valley,Unincorporated - Northeast San Gabriel,0,0.0
639,2020-03-31,Pomona Valley,Unincorporated - Padua Hills,0,0.0
640,2020-03-31,Antelope Valley,Unincorporated - Palmdale,0,0.0
641,2020-03-31,South Bay,Unincorporated - Palos Verdes Peninsula,0,0.0
642,2020-03-31,Antelope Valley,Unincorporated - Pearblossom/Llano,0,0.0
643,2020-03-31,San Gabriel Valley,Unincorporated - Pellissier Village,0,0.0
644,2020-03-31,Angeles Forest,Unincorporated - Placerita Canyon,0,0.0
645,2020-03-31,Pomona Valley,Unincorporated - Pomona,0,0.0
646,2020-03-31,Antelope Valley,Unincorporated - Quartz Hill,,
647,2020-03-31,Harbor,Unincorporated - Rancho Dominguez,,
648,2020-03-31,Antelope Valley,Unincorporated - Roosevelt,0,0.0
649,2020-03-31,Southeast,Unincorporated - Rosewood,0,0.0
650,2020-03-31,South LA,Unincorporated - Rosewood/East Gardena,0,0.0
651,2020-03-31,Southeast,Unincorporated - Rosewood/West Rancho Dominguez,0,0.0
652,2020-03-31,San Gabriel Valley,Unincorporated - Rowland Heights,3,5.9
653,2020-03-31,Harbor,Unincorporated - San Clemente Island,0,0.0
654,2020-03-31,Northwest County,Unincorporated - San Francisquito Canyon/Bouquet Canyon,0,0.0
655,2020-03-31,San Gabriel Valley,Unincorporated - San Jose Hills,0,0.0
656,2020-03-31,San Gabriel Valley,Unincorporated - San Pasqual,0,0.0
657,2020-03-31,Angeles Forest,Unincorporated - Sand Canyon,0,0.0
658,2020-03-31,Harbor,Unincorporated - Santa Catalina Island,0,0.0
659,2020-03-31,Santa Monica Mountains,Unincorporated - Santa Monica Mountains,0,0.0
660,2020-03-31,Northwest County,Unincorporated - Saugus,0,0.0
661,2020-03-31,Northwest County,Unincorporated - Saugus/Canyon Country,0,0.0
662,2020-03-31,Antelope Valley,Unincorporated - South Antelope Valley,0,0.0
663,2020-03-31,Antelope Valley,Unincorporated - South Edwards,0,0.0
664,2020-03-31,San Gabriel Valley,Unincorporated - South El Monte,0,0.0
665,2020-03-31,San Gabriel Valley,Unincorporated - South San Gabriel,0,0.0
666,2020-03-31,Southeast,Unincorporated - South Whittier,7,12.02
667,2020-03-31,Antelope Valley,Unincorporated - Southeast Antelope Valley,0,0.0
668,2020-03-31,Northwest County,Unincorporated - Stevenson Ranch,,
669,2020-03-31,Antelope Valley,Unincorporated - Sun Village,,
670,2020-03-31,San Gabriel Valley,Unincorporated - Sunrise Village,0,0.0
671,2020-03-31,Northwest County,Unincorporated - Twin Lakes/Oat Mountain,0,0.0
672,2020-03-31,San Fernando Valley,Unincorporated - Universal City,0,0.0
673,2020-03-31,Northwest County,Unincorporated - Val Verde,0,0.0
674,2020-03-31,Northwest County,Unincorporated - Valencia,,
675,2020-03-31,San Gabriel Valley,Unincorporated - Valinda,,
676,2020-03-31,South LA,Unincorporated - View Park/Windsor Hills,0,0.0
677,2020-03-31,San Gabriel Valley,Unincorporated - Walnut,0,0.0
678,2020-03-31,Southeast,Unincorporated - Walnut Park,0,0.0
679,2020-03-31,Antelope Valley,Unincorporated - West Antelope Valley,0,0.0
680,2020-03-31,Harbor,Unincorporated - West Carson,9,41.05
681,2020-03-31,San Fernando Valley,Unincorporated - West Chatsworth,0,0.0
682,2020-03-31,San Gabriel Valley,Unincorporated - West Puente Valley,0,0.0
683,2020-03-31,Harbor,Unincorporated - West Rancho Dominguez,0,0.0
684,2020-03-31,Southeast,Unincorporated - West Whittier/Los Nietos,0,0.0
685,2020-03-31,South Bay,Unincorporated - Westfield/Academy Hills,0,0.0
686,2020-03-31,San Fernando Valley,Unincorporated - Westhills,0,0.0
687,2020-03-31,Antelope Valley,Unincorporated - White Fence Farms,0,0.0
688,2020-03-31,San Gabriel Valley,Unincorporated - Whittier,0,0.0
689,2020-03-31,San Gabriel Valley,Unincorporated - Whittier Narrows,0,0.0
690,2020-03-31,South LA,Unincorporated - Willowbrook,2,5.78
691,2020-03-31,South Bay,Unincorporated - Wiseburn,,
692,2020-03-31,Harbor,City of Long Beach,115,24.86
693,2020-03-31,Verdugos,City of Pasadena,25,17.73
694,2020-04-01,Santa Monica Mountains,City of Agoura Hills,10,47.24
695,2020-04-01,San Gabriel Valley,City of Alhambra,13,14.99
696,2020-04-01,San Gabriel Valley,City of Arcadia,12,21.06
697,2020-04-01,Southeast,City of Artesia,,
698,2020-04-01,Harbor,City of Avalon,0,0.0
699,2020-04-01,San Gabriel Valley,City of Azusa,7,14.15
700,2020-04-01,San Gabriel Valley,City of Baldwin Park,3,4.03
701,2020-04-01,Southeast,City of Bell,12,32.79
702,2020-04-01,Southeast,City of Bell Gardens,5,11.68
703,2020-04-01,Southeast,City of Bellflower,23,30.24
704,2020-04-01,Westside,City of Beverly Hills,39,112.55
705,2020-04-01,San Gabriel Valley,City of Bradbury,0,0.0
706,2020-04-01,San Fernando Valley,City of Burbank,39,37.25
707,2020-04-01,Santa Monica Mountains,City of Calabasas,13,53.76
708,2020-04-01,Harbor,City of Carson,44,46.94
709,2020-04-01,Southeast,City of Cerritos,8,16.24
710,2020-04-01,Pomona Valley,City of Claremont,3,8.31
711,2020-04-01,Southeast,City of Commerce,,
712,2020-04-01,Southeast,City of Compton,19,18.82
713,2020-04-01,San Gabriel Valley,City of Covina,9,18.32
714,2020-04-01,Southeast,City of Cudahy,8,32.62
715,2020-04-01,Westside,City of Culver City,17,42.13
716,2020-04-01,San Gabriel Valley,City of Diamond Bar,6,10.5
717,2020-04-01,Southeast,City of Downey,37,32.51
718,2020-04-01,San Gabriel Valley,City of Duarte,,
719,2020-04-01,San Gabriel Valley,City of El Monte,6,5.28
720,2020-04-01,South Bay,City of El Segundo,,
721,2020-04-01,South Bay,City of Gardena,14,23.07
722,2020-04-01,Verdugos,City of Glendale,86,42.66
723,2020-04-01,San Gabriel Valley,City of Glendora,7,13.4
724,2020-04-01,Harbor,City of Hawaiian Gardens,,
725,2020-04-01,South Bay,City of Hawthorne,22,25.06
726,2020-04-01,South Bay,City of Hermosa Beach,12,60.88
727,2020-04-01,Santa Monica Mountains,City of Hidden Hills,0,0.0
728,2020-04-01,Southeast,City of Huntington Park,13,21.85
729,2020-04-01,San Gabriel Valley,City of Industry,0,0.0
730,2020-04-01,South Bay,City of Inglewood,37,31.8
731,2020-04-01,San Gabriel Valley,City of Irwindale,0,0.0
732,2020-04-01,Verdugos,City of La Canada Flintridge,8,39.04
733,2020-04-01,San Gabriel Valley,City of La Habra Heights,0,0.0
734,2020-04-01,Southeast,City of La Mirada,9,18.19
735,2020-04-01,San Gabriel Valley,City of La Puente,6,14.86
736,2020-04-01,Pomona Valley,City of La Verne,2,6.04
737,2020-04-01,Harbor,City of Lakewood,18,23.02
738,2020-04-01,Antelope Valley,City of Lancaster,32,20.43
739,2020-04-01,South Bay,City of Lawndale,7,20.97
740,2020-04-01,South Bay,City of Lomita,,
741,2020-04-01,Southeast,City of Lynwood,20,27.71
