Date,Region,Area,Cases,Case Rate,CF Outbreak
2020-06-10,Northwest County,City of Santa Clarita,850,385.62,False
2020-06-10,Southeast,City of Santa Fe Springs,92,500.98,False
2020-06-10,Westside,City of Santa Monica,313,338.58,False
2020-06-10,San Gabriel Valley,City of Sierra Madre,14,127.4,False
2020-06-10,Harbor,City of Signal Hill,43,364.5,False
2020-06-10,San Gabriel Valley,City of South El Monte,140,670.34,False
2020-06-10,Southeast,City of South Gate,944,961.74,False
2020-06-10,San Gabriel Valley,City of South Pasadena,137,525.85,False
2020-06-10,San Gabriel Valley,City of Temple City,182,499.25,False
2020-06-10,South Bay,City of Torrance,422,282.71,False
2020-06-10,Southeast,City of Vernon,21,10047.85,False
2020-06-10,San Gabriel Valley,City of Walnut,55,180.14,False
2020-06-10,San Gabriel Valley,City of West Covina,480,443.48,False
2020-06-10,Central LA,City of West Hollywood,193,522.31,False
2020-06-10,Santa Monica Mountains,City of Westlake Village,6,71.77,False
2020-06-10,San Gabriel Valley,City of Whittier,402,459.79,False
2020-06-10,,Los Angeles,30887,763.66,False
2020-06-10,South LA,Los Angeles - Adams-Normandie,60,731.53,False
2020-06-10,South LA,Los Angeles - Alsace,67,538.37,False
2020-06-10,Angeles Forest,Los Angeles - Angeles National Forest,0,0.0,False
2020-06-10,Central LA,Los Angeles - Angelino Heights,21,839.33,False
2020-06-10,San Fernando Valley,Los Angeles - Arleta,311,904.86,False
2020-06-10,Northeast LA,Los Angeles - Atwater Village,52,354.56,False
2020-06-10,South LA,Los Angeles - Baldwin Hills,192,616.87,False
2020-06-10,Westside,Los Angeles - Bel Air,39,462.69,False
2020-06-10,Westside,Los Angeles - Beverly Crest,37,295.41,False
2020-06-10,Westside,Los Angeles - Beverlywood,40,303.65,False
2020-06-10,Eastside,Los Angeles - Boyle Heights,999,1149.81,True
2020-06-10,Westside,Los Angeles - Brentwood,86,277.82,False
2020-06-10,Central LA,Los Angeles - Brookside,0,0.0,False
2020-06-10,Central LA,Los Angeles - Cadillac-Corning,35,491.5,False
2020-06-10,San Fernando Valley,Los Angeles - Canoga Park,583,892.95,False
2020-06-10,Central LA,Los Angeles - Carthay,93,647.5,False
2020-06-10,South LA,Los Angeles - Central,580,1487.48,False
2020-06-10,Westside,Los Angeles - Century City,40,312.7,False
2020-06-10,South LA,Los Angeles - Century Palms/Cove,380,1125.39,False
2020-06-10,San Fernando Valley,Los Angeles - Chatsworth,220,593.62,False
2020-06-10,Westside,Los Angeles - Cheviot Hills,22,239.89,False
2020-06-10,Central LA,Los Angeles - Chinatown,29,361.55,False
2020-06-10,Central LA,Los Angeles - Cloverdale/Cochran,89,611.56,False
2020-06-10,Central LA,Los Angeles - Country Club Park,111,732.53,False
2020-06-10,South LA,Los Angeles - Crenshaw District,88,636.34,False
2020-06-10,Central LA,Los Angeles - Crestview,97,853.27,False
2020-06-10,Westside,Los Angeles - Del Rey,88,293.96,False
2020-06-10,Central LA,Los Angeles - Downtown,176,639.84,True
2020-06-10,Northeast LA,Los Angeles - Eagle Rock,205,517.82,False
2020-06-10,Central LA,Los Angeles - East Hollywood,246,839.96,False
2020-06-10,Central LA,Los Angeles - Echo Park,56,392.82,False
2020-06-10,Eastside,Los Angeles - El Sereno,230,550.13,False
2020-06-10,Central LA,Los Angeles - Elysian Park,16,280.11,False
2020-06-10,Northeast LA,Los Angeles - Elysian Valley,68,668.57,False
2020-06-10,San Fernando Valley,Los Angeles - Encino,151,334.28,False
2020-06-10,South LA,Los Angeles - Exposition,15,450.99,False
2020-06-10,South LA,Los Angeles - Exposition Park,323,719.1,False
2020-06-10,Central LA,Los Angeles - Faircrest Heights,7,194.44,False
2020-06-10,South LA,Los Angeles - Figueroa Park Square,52,596.26,False
2020-06-10,South LA,Los Angeles - Florence-Firestone,554,1167.67,False
2020-06-10,Northeast LA,Los Angeles - Glassell Park,205,648.65,False
2020-06-10,South LA,Los Angeles - Gramercy Place,83,771.09,False
2020-06-10,San Fernando Valley,Los Angeles - Granada Hills,400,687.39,False
2020-06-10,South LA,Los Angeles - Green Meadows,224,1041.62,False
2020-06-10,Central LA,Los Angeles - Hancock Park,91,534.07,False
2020-06-10,Harbor,Los Angeles - Harbor City,134,460.96,False
2020-06-10,Harbor,Los Angeles - Harbor Gateway,179,410.55,False
2020-06-10,Harbor,Los Angeles - Harbor Pines,9,373.6,False
2020-06-10,Central LA,Los Angeles - Harvard Heights,171,948.16,False
2020-06-10,South LA,Los Angeles - Harvard Park,400,1054.44,False
2020-06-10,Northeast LA,Los Angeles - Highland Park,276,570.35,False
2020-06-10,Central LA,Los Angeles - Historic Filipinotown,162,1167.99,False
2020-06-10,Central LA,Los Angeles - Hollywood,307,449.79,False
2020-06-10,Central LA,Los Angeles - Hollywood Hills,88,298.97,False
2020-06-10,South LA,Los Angeles - Hyde Park,181,634.18,False
2020-06-10,South LA,Los Angeles - Jefferson Park,56,693.67,False
2020-06-10,Central LA,Los Angeles - Koreatown,351,679.01,False
2020-06-10,Central LA,Los Angeles - Lafayette Square,23,504.5,False
2020-06-10,San Fernando Valley,Los Angeles - Lake Balboa,236,559.16,False
2020-06-10,San Fernando Valley,Los Angeles - Lakeview Terrace,130,989.87,False
2020-06-10,South LA,Los Angeles - Leimert Park,68,446.34,False
2020-06-10,Eastside,Los Angeles - Lincoln Heights,330,1012.36,False
2020-06-10,Central LA,Los Angeles - Little Armenia,220,2741.43,False
2020-06-10,Central LA,Los Angeles - Little Bangladesh,172,606.85,False
2020-06-10,Central LA,Los Angeles - Little Tokyo,33,1053.3,False
2020-06-10,Central LA,Los Angeles - Longwood,27,627.32,False
2020-06-10,Central LA,Los Angeles - Los Feliz,59,273.05,False
2020-06-10,South LA,Los Angeles - Manchester Square,29,339.74,False
2020-06-10,Westside,Los Angeles - Mandeville Canyon,3,96.03,False
2020-06-10,Westside,Los Angeles - Mar Vista,91,214.26,False
2020-06-10,Westside,Los Angeles - Marina Peninsula,15,344.04,False
2020-06-10,Central LA,Los Angeles - Melrose,644,828.87,False
2020-06-10,Central LA,Los Angeles - Mid-city,132,878.24,False
2020-06-10,Central LA,Los Angeles - Miracle Mile,47,261.33,False
2020-06-10,San Fernando Valley,Los Angeles - Mission Hills,186,771.02,False
2020-06-10,Northeast LA,Los Angeles - Mt. Washington,118,488.71,False
2020-06-10,San Fernando Valley,Los Angeles - North Hills,555,901.34,False
2020-06-10,San Fernando Valley,Los Angeles - North Hollywood,845,558.05,False
2020-06-10,San Fernando Valley,Los Angeles - Northridge,409,585.99,False
2020-06-10,Westside,Los Angeles - Pacific Palisades,60,281.81,False
2020-06-10,San Fernando Valley,Los Angeles - Pacoima,916,1189.93,False
2020-06-10,Westside,Los Angeles - Palisades Highlands,7,182.01,False
2020-06-10,Westside,Los Angeles - Palms,209,476.33,False
2020-06-10,San Fernando Valley,Los Angeles - Panorama City,955,1269.1,False
2020-06-10,Central LA,Los Angeles - Park La Brea,22,162.0,False
2020-06-10,Central LA,Los Angeles - Pico-Union,691,1651.45,False
2020-06-10,South Bay,Los Angeles - Playa Del Rey,3,93.87,False
2020-06-10,Westside,Los Angeles - Playa Vista,32,292.32,False
2020-06-10,San Fernando Valley,Los Angeles - Porter Ranch,98,275.37,False
2020-06-10,Westside,Los Angeles - Rancho Park,19,289.63,False
2020-06-10,Central LA,Los Angeles - Regent Square,5,179.86,False
2020-06-10,San Fernando Valley,Los Angeles - Reseda,720,939.74,False
2020-06-10,San Fernando Valley,Los Angeles - Reseda Ranch,32,690.25,False
2020-06-10,Central LA,Los Angeles - Reynier Village,13,307.47,False
2020-06-10,Harbor,Los Angeles - San Pedro,987,1264.77,True
2020-06-10,San Fernando Valley,Los Angeles - Shadow Hills,11,247.64,False
2020-06-10,San Fernando Valley,Los Angeles - Sherman Oaks,273,312.88,False
2020-06-10,Central LA,Los Angeles - Silverlake,217,492.25,False
2020-06-10,Central LA,Los Angeles - South Carthay,39,368.1,False
2020-06-10,South LA,Los Angeles - South Park,549,1446.22,False
2020-06-10,Central LA,Los Angeles - St Elmo Village,47,1025.31,False
2020-06-10,San Fernando Valley,Los Angeles - Studio City,89,396.61,False
2020-06-10,San Fernando Valley,Los Angeles - Sun Valley,369,703.08,False
2020-06-10,Verdugos,Los Angeles - Sunland,166,813.41,False
2020-06-10,Central LA,Los Angeles - Sycamore Square,1,154.56,False
2020-06-10,San Fernando Valley,Los Angeles - Sylmar,932,1131.1,True
2020-06-10,San Fernando Valley,Los Angeles - Tarzana,273,884.18,False
2020-06-10,Central LA,Los Angeles - Temple-Beaudry,382,967.53,False
2020-06-10,Central LA,Los Angeles - Thai Town,37,377.2,False
2020-06-10,San Fernando Valley,Los Angeles - Toluca Lake,22,252.76,False
2020-06-10,San Fernando Valley,Los Angeles - Toluca Terrace,8,612.56,False
2020-06-10,San Fernando Valley,Los Angeles - Toluca Woods,3,161.46,False
2020-06-10,Verdugos,Los Angeles - Tujunga,135,485.44,False
2020-06-10,Eastside,Los Angeles - University Hills,15,437.45,False
2020-06-10,South LA,Los Angeles - University Park,256,932.4,False
2020-06-10,San Fernando Valley,Los Angeles - Valley Glen,160,533.05,False
2020-06-10,San Fernando Valley,Los Angeles - Valley Village,235,950.65,False
2020-06-10,San Fernando Valley,Los Angeles - Van Nuys,890,955.0,False
2020-06-10,Westside,Los Angeles - Venice,73,215.43,False
2020-06-10,South LA,Los Angeles - Vermont Knolls,208,1209.3,False
2020-06-10,South LA,Los Angeles - Vermont Square,99,1292.93,False
2020-06-10,South LA,Los Angeles - Vermont Vista,471,1143.59,False
2020-06-10,South LA,Los Angeles - Vernon Central,825,1586.6,False
2020-06-10,Central LA,Los Angeles - Victoria Park,65,773.9,False
2020-06-10,South LA,Los Angeles - View Heights,11,297.78,False
2020-06-10,South LA,Los Angeles - Watts,413,967.8,False
2020-06-10,Central LA,Los Angeles - Wellington Square,30,610.38,False
2020-06-10,South LA,Los Angeles - West Adams,288,1042.35,False
2020-06-10,San Fernando Valley,Los Angeles - West Hills,166,409.42,False
2020-06-10,Westside,Los Angeles - West Los Angeles,95,252.42,False
2020-06-10,South LA,Los Angeles - West Vernon,614,1144.58,False
2020-06-10,South Bay,Los Angeles - Westchester,113,218.98,False
2020-06-10,Central LA,Los Angeles - Westlake,944,1590.43,False
2020-06-10,Westside,Los Angeles - Westwood,85,157.09,False
2020-06-10,Central LA,Los Angeles - Wholesale District,1063,2942.23,True
2020-06-10,Harbor,Los Angeles - Wilmington,354,626.69,False
2020-06-10,Central LA,Los Angeles - Wilshire Center,297,591.99,False
2020-06-10,San Fernando Valley,Los Angeles - Winnetka,352,679.72,False
2020-06-10,San Fernando Valley,Los Angeles - Woodland Hills,194,285.06,False
2020-06-10,Antelope Valley,Unincorporated - Acton,16,200.73,False
2020-06-10,Northwest County,Unincorporated - Agua Dulce,10,240.5,False
2020-06-10,Verdugos,Unincorporated - Altadena,174,398.9,False
2020-06-10,Antelope Valley,Unincorporated - Anaverde,2,132.63,False
2020-06-10,Angeles Forest,Unincorporated - Angeles National Forest,2,160.64,False
2020-06-10,San Gabriel Valley,Unincorporated - Arcadia,11,137.83,False
2020-06-10,South LA,Unincorporated - Athens-Westmont,285,671.5,False
2020-06-10,South LA,Unincorporated - Athens Village,43,878.09,False
2020-06-10,San Gabriel Valley,Unincorporated - Avocado Heights,41,605.17,False
2020-06-10,San Gabriel Valley,Unincorporated - Azusa,84,527.54,False
2020-06-10,San Gabriel Valley,Unincorporated - Bassett,133,897.62,False
2020-06-10,Northwest County,Unincorporated - Bouquet Canyon,1,93.2,False
2020-06-10,San Gabriel Valley,Unincorporated - Bradbury,0,0.0,False
2020-06-10,Northwest County,Unincorporated - Canyon Country,36,465.84,False
2020-06-10,Northwest County,Unincorporated - Castaic,1422,5229.67,True
2020-06-10,Southeast,Unincorporated - Cerritos,0,0.0,False
2020-06-10,San Gabriel Valley,Unincorporated - Charter Oak,0,0.0,False
2020-06-10,Pomona Valley,Unincorporated - Claremont,0,0.0,False
2020-06-10,San Gabriel Valley,Unincorporated - Covina,64,380.52,False
2020-06-10,South Bay,Unincorporated - Del Aire,16,364.22,False
2020-06-10,Westside,Unincorporated - Del Rey,1,314.47,False
2020-06-10,Antelope Valley,Unincorporated - Del Sur,2,82.82,False
2020-06-10,Antelope Valley,Unincorporated - Desert View Highlands,6,240.67,False
2020-06-10,San Gabriel Valley,Unincorporated - Duarte,18,406.5,False
2020-06-10,San Gabriel Valley,Unincorporated - East Covina,0,0.0,False
2020-06-10,Southeast,Unincorporated - East La Mirada,22,415.72,False
2020-06-10,Antelope Valley,Unincorporated - East Lancaster,0,0.0,False
2020-06-10,Eastside,Unincorporated - East Los Angeles,1413,1127.97,False
2020-06-10,San Gabriel Valley,Unincorporated - East Pasadena,4,62.47,False
2020-06-10,Southeast,Unincorporated - East Rancho Dominguez,90,587.93,False
2020-06-10,Southeast,Unincorporated - East Whittier,15,282.7,False
2020-06-10,South Bay,Unincorporated - El Camino Village,57,648.39,False
2020-06-10,San Gabriel Valley,Unincorporated - El Monte,0,0.0,False
2020-06-10,Antelope Valley,Unincorporated - Elizabeth Lake,3,180.61,False
2020-06-10,South LA,Unincorporated - Florence-Firestone,786,1214.74,False
2020-06-10,Central LA,Unincorporated - Franklin Canyon,0,0.0,False
2020-06-10,San Gabriel Valley,Unincorporated - Glendora,3,454.55,False
2020-06-10,San Gabriel Valley,Unincorporated - Hacienda Heights,190,339.73,False
2020-06-10,Harbor,Unincorporated - Harbor Gateway,0,0.0,False
2020-06-10,South Bay,Unincorporated - Hawthorne,8,318.22,False
2020-06-10,Antelope Valley,Unincorporated - Hi Vista,1,91.07,False
2020-06-10,Angeles Forest,Unincorporated - Kagel/Lopez Canyons,8,566.57,False
2020-06-10,Verdugos,Unincorporated - La Crescenta-Montrose,34,171.71,False
2020-06-10,San Gabriel Valley,Unincorporated - La Habra Heights,0,0.0,False
2020-06-10,Harbor,Unincorporated - La Rambla,31,1493.98,False
2020-06-10,Pomona Valley,Unincorporated - La Verne,5,245.1,False
2020-06-10,Westside,Unincorporated - Ladera Heights,20,282.85,False
2020-06-10,Northwest County,Unincorporated - Lake Hughes,1,149.7,False
2020-06-10,Antelope Valley,Unincorporated - Lake Los Angeles,32,246.27,False
2020-06-10,San Fernando Valley,Unincorporated - Lake Manor,4,243.46,False
2020-06-10,Harbor,Unincorporated - Lakewood,0,0.0,False
2020-06-10,South Bay,Unincorporated - Lennox,135,598.88,False
2020-06-10,Antelope Valley,Unincorporated - Leona Valley,3,171.33,False
2020-06-10,Antelope Valley,Unincorporated - Littlerock,16,397.91,False
2020-06-10,Antelope Valley,Unincorporated - Littlerock/Juniper Hills,2,154.2,False
2020-06-10,Antelope Valley,Unincorporated - Littlerock/Pearblossom,22,616.42,False
2020-06-10,Antelope Valley,Unincorporated - Llano,1,114.03,False
2020-06-10,Westside,Unincorporated - Marina del Rey,16,170.01,False
2020-06-10,Central LA,Unincorporated - Miracle Mile,0,0.0,False
2020-06-10,San Gabriel Valley,Unincorporated - Monrovia,22,566.86,False
2020-06-10,Northwest County,Unincorporated - Newhall,1,454.55,False
2020-06-10,Antelope Valley,Unincorporated - North Lancaster,6,500.83,False
2020-06-10,San Gabriel Valley,Unincorporated - North Whittier,19,227.27,False
2020-06-10,San Gabriel Valley,Unincorporated - Northeast San Gabriel,65,270.43,False
2020-06-10,Antelope Valley,Unincorporated - Palmdale,5,593.82,False
2020-06-10,South Bay,Unincorporated - Palos Verdes Peninsula,0,0.0,False
2020-06-10,Antelope Valley,Unincorporated - Pearblossom/Llano,4,204.5,False
2020-06-10,San Gabriel Valley,Unincorporated - Pellissier Village,1,161.55,False
2020-06-10,Angeles Forest,Unincorporated - Placerita Canyon,0,0.0,False
2020-06-10,San Gabriel Valley,Unincorporated - Pomona,4,206.4,False
2020-06-10,Antelope Valley,Unincorporated - Quartz Hill,47,364.17,False
2020-06-10,Harbor,Unincorporated - Rancho Dominguez,20,751.6,False
2020-06-10,Antelope Valley,Unincorporated - Roosevelt,1,107.41,False
2020-06-10,Southeast,Unincorporated - Rosewood,8,622.08,False
2020-06-10,Southeast,Unincorporated - Rosewood/East Gardena,0,0.0,False
2020-06-10,Southeast,Unincorporated - Rosewood/West Rancho Dominguez,27,803.33,False
2020-06-10,San Gabriel Valley,Unincorporated - Rowland Heights,175,342.99,False
2020-06-10,Harbor,Unincorporated - San Clemente Island,0,0.0,False
2020-06-10,Northwest County,Unincorporated - San Francisquito Canyon/Bouquet Canyon,0,0.0,False
2020-06-10,San Gabriel Valley,Unincorporated - San Jose Hills,101,499.48,False
2020-06-10,San Gabriel Valley,Unincorporated - San Pasqual,1,49.14,False
2020-06-10,Angeles Forest,Unincorporated - Sand Canyon,0,0.0,False
2020-06-10,Harbor,Unincorporated - Santa Catalina Island,2,749.06,False
2020-06-10,Santa Monica Mountains,Unincorporated - Santa Monica Mountains,26,139.63,False
2020-06-10,Northwest County,Unincorporated - Saugus,4,2580.65,False
2020-06-10,Northwest County,Unincorporated - Saugus/Canyon Country,0,0.0,False
2020-06-10,Antelope Valley,Unincorporated - South Antelope Valley,1,219.78,False
2020-06-10,San Gabriel Valley,Unincorporated - South El Monte,9,501.39,False
2020-06-10,San Gabriel Valley,Unincorporated - South San Gabriel,51,576.4,False
2020-06-10,Southeast,Unincorporated - South Whittier,214,361.35,False
2020-06-10,Antelope Valley,Unincorporated - Southeast Antelope Valley,0,0.0,False
2020-06-10,Northwest County,Unincorporated - Stevenson Ranch,37,176.48,False
2020-06-10,Antelope Valley,Unincorporated - Sun Village,24,397.61,False
2020-06-10,San Gabriel Valley,Unincorporated - Sunrise Village,7,540.12,False
2020-06-10,Northwest County,Unincorporated - Twin Lakes/Oat Mountain,7,422.2,False
2020-06-10,Northwest County,Unincorporated - Val Verde,99,2991.84,False
2020-06-10,Northwest County,Unincorporated - Valencia,11,358.07,False
2020-06-10,San Gabriel Valley,Unincorporated - Valinda,127,543.41,False
2020-06-10,South LA,Unincorporated - View Park/Windsor Hills,38,326.6,False
2020-06-10,Southeast,Unincorporated - Walnut Park,167,1034.5,False
2020-06-10,Antelope Valley,Unincorporated - West Antelope Valley,2,132.36,False
2020-06-10,Harbor,Unincorporated - West Carson,120,543.33,False
2020-06-10,San Fernando Valley,Unincorporated - West Chatsworth,0,0.0,False
2020-06-10,San Gabriel Valley,Unincorporated - West Puente Valley,53,538.89,False
2020-06-10,Harbor,Unincorporated - West Rancho Dominguez,10,735.84,False
2020-06-10,Southeast,Unincorporated - West Whittier/Los Nietos,218,809.66,False
