Date,Area,Region,Cases,Case Rate,CF Outbreak
2020-06-21,City of South Gate,Southeast,1313,1338.0,False
2020-06-21,City of South Pasadena,San Gabriel Valley,142,545.0,False
2020-06-21,City of Temple City,San Gabriel Valley,206,565.0,False
2020-06-21,City of Torrance,South Bay,492,330.0,False
2020-06-21,City of Vernon,Southeast,5,2392.0,False
2020-06-21,City of Walnut,San Gabriel Valley,71,233.0,False
2020-06-21,City of West Covina,San Gabriel Valley,665,614.0,False
2020-06-21,City of West Hollywood,Central LA,218,590.0,False
2020-06-21,City of Westlake Village,Santa Monica Mountains,7,84.0,False
2020-06-21,City of Whittier,San Gabriel Valley,520,595.0,False
2020-06-21,Los Angeles,,37488,927.0,False
2020-06-21,Los Angeles - Adams-Normandie,South LA,87,1061.0,False
2020-06-21,Los Angeles - Alsace,South LA,120,964.0,False
2020-06-21,Los Angeles - Angeles National Forest,Angeles Forest,2,5000.0,False
2020-06-21,Los Angeles - Angelino Heights,Central LA,22,879.0,False
2020-06-21,Los Angeles - Arleta,San Fernando Valley,383,1114.0,False
2020-06-21,Los Angeles - Atwater Village,Northeast LA,60,409.0,False
2020-06-21,Los Angeles - Baldwin Hills,South LA,232,745.0,False
2020-06-21,Los Angeles - Bel Air,Westside,43,510.0,False
2020-06-21,Los Angeles - Beverly Crest,Westside,49,391.0,False
2020-06-21,Los Angeles - Beverlywood,Westside,51,387.0,False
2020-06-21,Los Angeles - Boyle Heights,Eastside,1375,1583.0,True
2020-06-21,Los Angeles - Brentwood,Westside,98,317.0,False
2020-06-21,Los Angeles - Brookside,Central LA,1,172.0,False
2020-06-21,Los Angeles - Cadillac-Corning,Central LA,40,562.0,False
2020-06-21,Los Angeles - Canoga Park,San Fernando Valley,692,1060.0,False
2020-06-21,Los Angeles - Carthay,Central LA,96,668.0,False
2020-06-21,Los Angeles - Central,South LA,802,2057.0,False
2020-06-21,Los Angeles - Century City,Westside,47,367.0,False
2020-06-21,Los Angeles - Century Palms/Cove,South LA,482,1427.0,False
2020-06-21,Los Angeles - Chatsworth,San Fernando Valley,255,688.0,False
2020-06-21,Los Angeles - Cheviot Hills,Westside,29,316.0,False
2020-06-21,Los Angeles - Chinatown,Central LA,30,374.0,False
2020-06-21,Los Angeles - Cloverdale/Cochran,Central LA,109,749.0,False
2020-06-21,Los Angeles - Country Club Park,Central LA,134,884.0,False
2020-06-21,Los Angeles - Crenshaw District,South LA,105,759.0,False
2020-06-21,Los Angeles - Crestview,Central LA,101,888.0,False
2020-06-21,Los Angeles - Del Rey,Westside,103,344.0,False
2020-06-21,Los Angeles - Downtown,Central LA,224,814.0,True
2020-06-21,Los Angeles - Eagle Rock,Northeast LA,255,644.0,False
2020-06-21,Los Angeles - East Hollywood,Central LA,273,932.0,False
2020-06-21,Los Angeles - Echo Park,Central LA,69,484.0,False
2020-06-21,Los Angeles - El Sereno,Eastside,334,799.0,False
2020-06-21,Los Angeles - Elysian Park,Central LA,20,350.0,False
2020-06-21,Los Angeles - Elysian Valley,Northeast LA,87,855.0,False
2020-06-21,Los Angeles - Encino,San Fernando Valley,170,376.0,False
2020-06-21,Los Angeles - Exposition,South LA,18,541.0,False
2020-06-21,Los Angeles - Exposition Park,South LA,390,868.0,False
2020-06-21,Los Angeles - Faircrest Heights,Central LA,10,278.0,False
2020-06-21,Los Angeles - Figueroa Park Square,South LA,84,963.0,False
2020-06-21,Los Angeles - Florence-Firestone,South LA,734,1547.0,False
2020-06-21,Los Angeles - Glassell Park,Northeast LA,255,807.0,False
2020-06-21,Los Angeles - Gramercy Place,South LA,98,910.0,False
2020-06-21,Los Angeles - Granada Hills,San Fernando Valley,480,825.0,False
2020-06-21,Los Angeles - Green Meadows,South LA,287,1335.0,False
2020-06-21,Los Angeles - Hancock Park,Central LA,103,604.0,False
2020-06-21,Los Angeles - Harbor City,Harbor,161,554.0,False
2020-06-21,Los Angeles - Harbor Gateway,Harbor,238,546.0,False
2020-06-21,Los Angeles - Harbor Pines,Harbor,9,374.0,False
2020-06-21,Los Angeles - Harvard Heights,Central LA,191,1059.0,False
2020-06-21,Los Angeles - Harvard Park,South LA,501,1321.0,False
2020-06-21,Los Angeles - Highland Park,Northeast LA,374,773.0,False
2020-06-21,Los Angeles - Historic Filipinotown,Central LA,192,1384.0,False
2020-06-21,Los Angeles - Hollywood,Central LA,378,554.0,False
2020-06-21,Los Angeles - Hollywood Hills,Central LA,100,340.0,False
2020-06-21,Los Angeles - Hyde Park,South LA,223,781.0,False
2020-06-21,Los Angeles - Jefferson Park,South LA,75,929.0,False
2020-06-21,Los Angeles - Koreatown,Central LA,409,791.0,False
2020-06-21,Los Angeles - Lafayette Square,Central LA,29,636.0,False
2020-06-21,Los Angeles - Lake Balboa,San Fernando Valley,279,661.0,False
2020-06-21,Los Angeles - Lakeview Terrace,San Fernando Valley,188,1432.0,False
2020-06-21,Los Angeles - Leimert Park,South LA,83,545.0,False
2020-06-21,Los Angeles - Lincoln Heights,Eastside,414,1270.0,False
2020-06-21,Los Angeles - Little Armenia,Central LA,235,2928.0,False
2020-06-21,Los Angeles - Little Bangladesh,Central LA,204,720.0,False
2020-06-21,Los Angeles - Little Tokyo,Central LA,34,1085.0,False
2020-06-21,Los Angeles - Longwood,Central LA,33,767.0,False
2020-06-21,Los Angeles - Los Feliz,Central LA,69,319.0,False
2020-06-21,Los Angeles - Manchester Square,South LA,42,492.0,False
2020-06-21,Los Angeles - Mandeville Canyon,Westside,3,96.0,False
2020-06-21,Los Angeles - Mar Vista,Westside,104,245.0,False
2020-06-21,Los Angeles - Marina Peninsula,Westside,19,436.0,False
2020-06-21,Los Angeles - Melrose,Central LA,742,955.0,False
2020-06-21,Los Angeles - Mid-city,Central LA,147,978.0,False
2020-06-21,Los Angeles - Miracle Mile,Central LA,52,289.0,False
2020-06-21,Los Angeles - Mission Hills,San Fernando Valley,223,924.0,False
2020-06-21,Los Angeles - Mt. Washington,Northeast LA,143,592.0,False
2020-06-21,Los Angeles - North Hills,San Fernando Valley,666,1082.0,False
2020-06-21,Los Angeles - North Hollywood,San Fernando Valley,1016,671.0,False
2020-06-21,Los Angeles - Northridge,San Fernando Valley,495,709.0,False
2020-06-21,Los Angeles - Pacific Palisades,Westside,63,296.0,False
2020-06-21,Los Angeles - Pacoima,San Fernando Valley,1122,1458.0,False
2020-06-21,Los Angeles - Palisades Highlands,Westside,8,208.0,False
2020-06-21,Los Angeles - Palms,Westside,244,556.0,False
2020-06-21,Los Angeles - Panorama City,San Fernando Valley,1121,1490.0,False
2020-06-21,Los Angeles - Park La Brea,Central LA,28,206.0,False
2020-06-21,Los Angeles - Pico-Union,Central LA,828,1979.0,False
2020-06-21,Los Angeles - Playa Del Rey,South Bay,5,156.0,False
2020-06-21,Los Angeles - Playa Vista,Westside,40,365.0,False
2020-06-21,Los Angeles - Porter Ranch,San Fernando Valley,124,348.0,False
2020-06-21,Los Angeles - Rancho Park,Westside,20,305.0,False
2020-06-21,Los Angeles - Regent Square,Central LA,12,432.0,False
2020-06-21,Los Angeles - Reseda,San Fernando Valley,822,1073.0,False
2020-06-21,Los Angeles - Reseda Ranch,San Fernando Valley,34,733.0,False
2020-06-21,Los Angeles - Reynier Village,Central LA,18,426.0,False
2020-06-21,Los Angeles - San Pedro,Harbor,1076,1379.0,True
2020-06-21,Los Angeles - Shadow Hills,San Fernando Valley,16,360.0,False
2020-06-21,Los Angeles - Sherman Oaks,San Fernando Valley,325,372.0,False
2020-06-21,Los Angeles - Silverlake,Central LA,243,551.0,False
2020-06-21,Los Angeles - South Carthay,Central LA,44,415.0,False
2020-06-21,Los Angeles - South Park,South LA,711,1873.0,False
2020-06-21,Los Angeles - St Elmo Village,Central LA,53,1156.0,False
2020-06-21,Los Angeles - Studio City,San Fernando Valley,94,419.0,False
2020-06-21,Los Angeles - Sun Valley,San Fernando Valley,442,842.0,False
2020-06-21,Los Angeles - Sunland,Verdugos,200,980.0,False
2020-06-21,Los Angeles - Sycamore Square,Central LA,1,155.0,False
2020-06-21,Los Angeles - Sylmar,San Fernando Valley,1115,1353.0,True
2020-06-21,Los Angeles - Tarzana,San Fernando Valley,310,1004.0,False
2020-06-21,Los Angeles - Temple-Beaudry,Central LA,467,1183.0,False
2020-06-21,Los Angeles - Thai Town,Central LA,48,489.0,False
2020-06-21,Los Angeles - Toluca Lake,San Fernando Valley,24,276.0,False
2020-06-21,Los Angeles - Toluca Terrace,San Fernando Valley,8,613.0,False
2020-06-21,Los Angeles - Toluca Woods,San Fernando Valley,3,161.0,False
2020-06-21,Los Angeles - Tujunga,Verdugos,158,568.0,False
2020-06-21,Los Angeles - University Hills,Eastside,17,496.0,False
2020-06-21,Los Angeles - University Park,South LA,306,1115.0,False
2020-06-21,Los Angeles - Valley Glen,San Fernando Valley,190,633.0,False
2020-06-21,Los Angeles - Valley Village,San Fernando Valley,270,1092.0,False
2020-06-21,Los Angeles - Van Nuys,San Fernando Valley,1057,1134.0,False
2020-06-21,Los Angeles - Venice,Westside,82,242.0,False
2020-06-21,Los Angeles - Vermont Knolls,South LA,282,1640.0,False
2020-06-21,Los Angeles - Vermont Square,South LA,134,1750.0,False
2020-06-21,Los Angeles - Vermont Vista,South LA,631,1532.0,False
2020-06-21,Los Angeles - Vernon Central,South LA,1079,2075.0,False
2020-06-21,Los Angeles - Victoria Park,Central LA,78,929.0,False
2020-06-21,Los Angeles - View Heights,South LA,12,325.0,False
2020-06-21,Los Angeles - Watts,South LA,553,1296.0,False
2020-06-21,Los Angeles - Wellington Square,Central LA,40,814.0,False
2020-06-21,Los Angeles - West Adams,South LA,347,1256.0,False
2020-06-21,Los Angeles - West Hills,San Fernando Valley,194,478.0,False
2020-06-21,Los Angeles - West Los Angeles,Westside,128,340.0,False
2020-06-21,Los Angeles - West Vernon,South LA,761,1419.0,False
2020-06-21,Los Angeles - Westchester,South Bay,136,264.0,False
2020-06-21,Los Angeles - Westlake,Central LA,1177,1983.0,False
2020-06-21,Los Angeles - Westwood,Westside,105,194.0,False
2020-06-21,Los Angeles - Wholesale District,Central LA,1002,2773.0,True
2020-06-21,Los Angeles - Wilmington,Harbor,461,816.0,False
2020-06-21,Los Angeles - Wilshire Center,Central LA,373,743.0,False
2020-06-21,Los Angeles - Winnetka,San Fernando Valley,402,776.0,False
2020-06-21,Los Angeles - Woodland Hills,San Fernando Valley,236,347.0,False
2020-06-21,Unincorporated - Acton,Antelope Valley,19,238.0,False
2020-06-21,Unincorporated - Agua Dulce,Northwest County,9,216.0,False
2020-06-21,Unincorporated - Altadena,Verdugos,201,461.0,False
2020-06-21,Unincorporated - Anaverde,Antelope Valley,4,265.0,False
2020-06-21,Unincorporated - Angeles National Forest,Angeles Forest,2,161.0,False
2020-06-21,Unincorporated - Arcadia,San Gabriel Valley,17,213.0,False
2020-06-21,Unincorporated - Athens-Westmont,South LA,373,879.0,False
2020-06-21,Unincorporated - Athens Village,South LA,52,1062.0,False
2020-06-21,Unincorporated - Avocado Heights,San Gabriel Valley,52,768.0,False
2020-06-21,Unincorporated - Azusa,San Gabriel Valley,118,741.0,False
2020-06-21,Unincorporated - Bassett,San Gabriel Valley,187,1262.0,False
2020-06-21,Unincorporated - Bouquet Canyon,Northwest County,1,93.0,False
2020-06-21,Unincorporated - Bradbury,San Gabriel Valley,0,0.0,False
2020-06-21,Unincorporated - Canyon Country,Northwest County,39,505.0,False
2020-06-21,Unincorporated - Castaic,Northwest County,1731,6366.0,True
2020-06-21,Unincorporated - Cerritos,Southeast,0,0.0,False
2020-06-21,Unincorporated - Charter Oak,San Gabriel Valley,0,0.0,False
2020-06-21,Unincorporated - Claremont,Pomona Valley,0,0.0,False
2020-06-21,Unincorporated - Covina,San Gabriel Valley,89,529.0,False
2020-06-21,Unincorporated - Del Aire,South Bay,20,455.0,False
2020-06-21,Unincorporated - Del Rey,Westside,1,314.0,False
2020-06-21,Unincorporated - Del Sur,Antelope Valley,2,83.0,False
2020-06-21,Unincorporated - Desert View Highlands,Antelope Valley,7,281.0,False
2020-06-21,Unincorporated - Duarte,San Gabriel Valley,29,655.0,False
2020-06-21,Unincorporated - East Covina,San Gabriel Valley,0,0.0,False
2020-06-21,Unincorporated - East La Mirada,Southeast,27,510.0,False
2020-06-21,Unincorporated - East Lancaster,Antelope Valley,0,0.0,False
2020-06-21,Unincorporated - East Los Angeles,Eastside,1971,1573.0,False
2020-06-21,Unincorporated - East Pasadena,San Gabriel Valley,4,62.0,False
2020-06-21,Unincorporated - East Rancho Dominguez,Southeast,138,901.0,False
2020-06-21,Unincorporated - East Whittier,Southeast,18,339.0,False
2020-06-21,Unincorporated - El Camino Village,South Bay,67,762.0,False
2020-06-21,Unincorporated - El Monte,San Gabriel Valley,1,690.0,False
2020-06-21,Unincorporated - Elizabeth Lake,Antelope Valley,4,241.0,False
2020-06-21,Unincorporated - Florence-Firestone,South LA,1067,1649.0,False
2020-06-21,Unincorporated - Franklin Canyon,Central LA,0,0.0,False
2020-06-21,Unincorporated - Glendora,San Gabriel Valley,2,303.0,False
2020-06-21,Unincorporated - Hacienda Heights,San Gabriel Valley,253,452.0,False
2020-06-21,Unincorporated - Harbor Gateway,Harbor,0,0.0,False
2020-06-21,Unincorporated - Hawthorne,South Bay,11,438.0,False
2020-06-21,Unincorporated - Hi Vista,Antelope Valley,1,91.0,False
2020-06-21,Unincorporated - Kagel/Lopez Canyons,Angeles Forest,8,567.0,False
2020-06-21,Unincorporated - La Crescenta-Montrose,Verdugos,39,197.0,False
2020-06-21,Unincorporated - La Habra Heights,San Gabriel Valley,0,0.0,False
2020-06-21,Unincorporated - La Rambla,Harbor,47,2265.0,False
2020-06-21,Unincorporated - La Verne,Pomona Valley,7,343.0,False
2020-06-21,Unincorporated - Ladera Heights,Westside,25,354.0,False
2020-06-21,Unincorporated - Lake Hughes,Northwest County,1,150.0,False
2020-06-21,Unincorporated - Lake Los Angeles,Antelope Valley,37,285.0,False
2020-06-21,Unincorporated - Lake Manor,San Fernando Valley,5,304.0,False
2020-06-21,Unincorporated - Lakewood,Harbor,0,0.0,False
2020-06-21,Unincorporated - Lennox,South Bay,168,745.0,False
2020-06-21,Unincorporated - Leona Valley,Antelope Valley,4,228.0,False
2020-06-21,Unincorporated - Littlerock,Antelope Valley,20,497.0,False
2020-06-21,Unincorporated - Littlerock/Juniper Hills,Antelope Valley,2,154.0,False
2020-06-21,Unincorporated - Littlerock/Pearblossom,Antelope Valley,28,785.0,False
2020-06-21,Unincorporated - Llano,Antelope Valley,1,114.0,False
2020-06-21,Unincorporated - Marina del Rey,Westside,18,191.0,False
2020-06-21,Unincorporated - Miracle Mile,Central LA,0,0.0,False
2020-06-21,Unincorporated - Monrovia,San Gabriel Valley,25,644.0,False
2020-06-21,Unincorporated - Newhall,Northwest County,2,909.0,False
2020-06-21,Unincorporated - North Lancaster,Antelope Valley,7,584.0,False
2020-06-21,Unincorporated - North Whittier,San Gabriel Valley,31,371.0,False
2020-06-21,Unincorporated - Northeast San Gabriel,San Gabriel Valley,86,358.0,False
2020-06-21,Unincorporated - Palmdale,Antelope Valley,6,713.0,False
2020-06-21,Unincorporated - Palos Verdes Peninsula,South Bay,0,0.0,False
2020-06-21,Unincorporated - Pearblossom/Llano,Antelope Valley,4,204.0,False
2020-06-21,Unincorporated - Pellissier Village,San Gabriel Valley,3,485.0,False
2020-06-21,Unincorporated - Placerita Canyon,Angeles Forest,0,0.0,False
2020-06-21,Unincorporated - Pomona,San Gabriel Valley,4,206.0,False
2020-06-21,Unincorporated - Quartz Hill,Antelope Valley,50,387.0,False
2020-06-21,Unincorporated - Rancho Dominguez,Harbor,23,864.0,False
2020-06-21,Unincorporated - Roosevelt,Antelope Valley,1,107.0,False
2020-06-21,Unincorporated - Rosewood,Southeast,8,622.0,False
2020-06-21,Unincorporated - Rosewood/East Gardena,Southeast,2,168.0,False
2020-06-21,Unincorporated - Rosewood/West Rancho Dominguez,Southeast,33,982.0,False
2020-06-21,Unincorporated - Rowland Heights,San Gabriel Valley,216,423.0,False
2020-06-21,Unincorporated - San Clemente Island,Harbor,0,0.0,False
2020-06-21,Unincorporated - San Francisquito Canyon/Bouquet Canyon,Northwest County,0,0.0,False
2020-06-21,Unincorporated - San Jose Hills,San Gabriel Valley,157,776.0,False
2020-06-21,Unincorporated - San Pasqual,San Gabriel Valley,2,98.0,False
2020-06-21,Unincorporated - Sand Canyon,Angeles Forest,0,0.0,False
2020-06-21,Unincorporated - Santa Catalina Island,Harbor,3,1124.0,False
2020-06-21,Unincorporated - Santa Monica Mountains,Santa Monica Mountains,34,183.0,True
2020-06-21,Unincorporated - Saugus,Northwest County,5,3226.0,False
2020-06-21,Unincorporated - Saugus/Canyon Country,Northwest County,0,0.0,False
2020-06-21,Unincorporated - South Antelope Valley,Antelope Valley,1,220.0,False
2020-06-21,Unincorporated - South El Monte,San Gabriel Valley,11,613.0,False
2020-06-21,Unincorporated - South San Gabriel,San Gabriel Valley,69,780.0,False
2020-06-21,Unincorporated - South Whittier,Southeast,325,549.0,False
2020-06-21,Unincorporated - Southeast Antelope Valley,Antelope Valley,1,128.0,False
2020-06-21,Unincorporated - Stevenson Ranch,Northwest County,49,234.0,False
2020-06-21,Unincorporated - Sun Village,Antelope Valley,28,464.0,False
2020-06-21,Unincorporated - Sunrise Village,San Gabriel Valley,10,772.0,False
2020-06-21,Unincorporated - Twin Lakes/Oat Mountain,Northwest County,7,422.0,False
2020-06-21,Unincorporated - Val Verde,Northwest County,23,695.0,False
2020-06-21,Unincorporated - Valencia,Northwest County,12,391.0,False
2020-06-21,Unincorporated - Valinda,San Gabriel Valley,189,809.0,False
2020-06-21,Unincorporated - View Park/Windsor Hills,South LA,52,447.0,False
2020-06-21,Unincorporated - Walnut Park,Southeast,225,1394.0,False
2020-06-21,Unincorporated - West Antelope Valley,Antelope Valley,3,199.0,False
2020-06-21,Unincorporated - West Carson,Harbor,135,611.0,False
2020-06-21,Unincorporated - West Chatsworth,San Fernando Valley,0,0.0,False
2020-06-21,Unincorporated - West Puente Valley,San Gabriel Valley,68,691.0,False
2020-06-21,Unincorporated - West Rancho Dominguez,Harbor,10,736.0,False
2020-06-21,Unincorporated - West Whittier/Los Nietos,Southeast,276,1025.0,False
2020-06-21,Unincorporated - Westfield/Academy Hills,South Bay,0,0.0,False
2020-06-21,Unincorporated - Westhills,San Fernando Valley,0,0.0,False
2020-06-21,Unincorporated - White Fence Farms,Antelope Valley,17,462.0,False
2020-06-21,Unincorporated - Whittier,San Gabriel Valley,17,449.0,False
2020-06-21,Unincorporated - Whittier Narrows,San Gabriel Valley,0,0.0,False
2020-06-21,Unincorporated - Willowbrook,South LA,429,1229.0,False
2020-06-21,Unincorporated - Wiseburn,South Bay,29,481.0,False
2020-06-21,City of Long Beach,Harbor,2982,635.98,False
2020-06-21,City of Pasadena,Verdugos,1145,810.64,False
2020-06-22,City of Agoura Hills,Santa Monica Mountains,47,225.0,False
2020-06-22,City of Alhambra,San Gabriel Valley,351,405.0,False
2020-06-22,City of Arcadia,San Gabriel Valley,134,232.0,False
